2017-07-11 05:31:03|http://www.books.com.tw/11260.html|Mozilla/5.0 (Windows NT 6.2; WOW64; rv:21.0) Gecko/20130514 Firefox/21.0|4a07c90d-9793-4cda-a193-28e0706c801a
2017-07-11 05:31:03|http://www.books.com.tw/5016.html|Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20100101 Firefox/21.0|1f45ceb0-ffe1-441d-9a0d-1b6c7531b883
2017-07-11 05:31:03|http://www.books.com.tw/12228.html|Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; es-es) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27|129a3c6c-28b7-11e7-93ae-92361f002671
2017-07-11 05:31:03|http://www.books.com.tw/52.html|Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; ja-jp) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27|1299faae-28b7-11e7-93ae-92361f002671
2017-07-11 05:31:03|http://www.books.com.tw/13469.html|Mozilla/5.0 (Linux; U; Android 2.3; en-us) AppleWebKit/999+ (KHTML, like Gecko) Safari/999.9|34a13500-7636-446d-a2ae-c47130e42641
2017-07-11 05:31:03|http://www.books.com.tw/7724.html|Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)|e4cc82d7-4d5c-40bc-bbab-d5f0179d62f7
2017-07-11 05:31:03|http://www.books.com.tw/13026.html|Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20130331 Firefox/21.0|1298fe60-28b7-11e7-93ae-92361f002671
2017-07-11 05:31:03|http://www.books.com.tw/7857.html|Mozilla/5.0 (Linux; U; Android 2.3.3; zh-tw; HTC_Pyramid Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|1299ed3e-28b7-11e7-93ae-92361f002671
2017-07-11 05:31:03|http://www.books.com.tw/167.html|Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20130330 Firefox/21.0|12991580-28b7-11e7-93ae-92361f002671
2017-07-11 05:31:03|http://www.books.com.tw/12120.html|Mozilla/5.0 (Linux; U; Android 4.0.3; de-ch; HTC Sensation Build/IML74K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30|129a6dfe-28b7-11e7-93ae-92361f002671
2017-07-11 05:31:03|http://www.books.com.tw/3713.html|Mozilla/5.0 (Linux; U; Android 2.3.5; zh-cn; HTC_IncredibleS_S710e Build/GRJ90) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|129a2fce-28b7-11e7-93ae-92361f002671
2017-07-11 05:31:03|http://www.books.com.tw/12041.html|Mozilla/5.0 (Windows; U; Windows NT 6.1; fr-FR) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27|3dcdd9f1-2d18-4f7f-a67f-89b3d665d1d7
2017-07-11 05:31:03|http://www.books.com.tw/5099.html|Mozilla/5.0 (Windows; U; Windows NT 6.1; tr-TR) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27|129a9b08-28b7-11e7-93ae-92361f002671
2017-07-11 05:31:03|http://www.books.com.tw/13640.html|Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20100101 Firefox/21.0|99da78b9-af39-406a-aedf-e3666a4f8ceb
2017-07-11 05:31:03|http://www.books.com.tw/11991.html|Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; zh-cn) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27|1298d656-28b7-11e7-93ae-92361f002671
